excel_row,model,variable_name,output_name,source_alias,source_table,source_cell,online_name,中文名,一级分类,二级分类
408,overdue,cash_last3_bill_max_overdue_days,cash_last3_bill_max_overdue_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_last3_bill_max_overdue_days,agent除最近四笔最大逾期天数,逾期催收,逾期表现特征
409,overdue,payer_recent_360_txn_share_60d_v2,payer_recent_360_txn_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_recent_360_txn_share_60d_v2,付款方: 近60天笔数 / 近360天笔数,交易行为,支付交易行为特征
410,overdue,payee_start_of_month_amount_ratio_180d,payee_start_of_month_amount_ratio_180d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payee_start_of_month_amount_ratio_180d,收款方: 近180天 月初收款金额 / 总金额,交易行为,支付交易行为特征
411,overdue,dpd_due365d_dpd4_bad_eli_rt,dpd_due365d_dpd4_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近365天_逾期4天_占比(占达表现期),还款履约,还款计划与账单流水特征
412,overdue,avg_diff_days_90d_t7,avg_diff_days_90d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_90d_t7,7类账户：近90天平均应还日-实际还款日(天),还款履约,实际还款行为特征
413,overdue,payer_low_mcht_cnt_360d_v2,payer_low_mcht_cnt_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近360天低质商户笔数(merchant_level=0/空),交易行为,支付交易行为特征
414,overdue,payee_recent_180_txn_share_60d_v2,payee_recent_180_txn_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近60天笔数 / 近180天笔数,交易行为,支付交易行为特征
415,overdue,payee_recent_360_txn_share_60d_v2,payee_recent_360_txn_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_360_txn_share_60d_v2,收款方: 近60天笔数 / 近360天笔数,交易行为,支付交易行为特征
416,overdue,diff_balance_all_1day,diff_balance_all_1day,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.diff_balance_all_1day,总余额环比净增额,授信申请,收入与财务画像特征
417,overdue,cb_auto_dep_rat_amt_7d_life,cb_auto_dep_rat_amt_7d_life,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_auto_dep_rat_amt_7d_life,CashBox近7天自动转入金额占历史比例,授信申请,收入与财务画像特征
418,overdue,cb_dep_fail_life_cnt,cb_dep_fail_life_cnt,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_dep_fail_life_cnt,CashBox历史主动存款失败总次数,授信申请,收入与财务画像特征
419,overdue,fail_txn_cnt_60d_v2,fail_txn_cnt_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_cnt_60d_v2,近60天失败交易笔数(pay_status!=1),交易行为,支付交易行为特征
420,overdue,payee_weekend_txn_count_ratio_90d_v2,payee_weekend_txn_count_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天 周末收款笔数 / 总笔数,交易行为,支付交易行为特征
421,overdue,fail_txn_ratio_30d_v2,fail_txn_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_ratio_30d_v2,近30天失败率(失败/总尝试),交易行为,支付交易行为特征
422,overdue,jy_last_bankcard_days,jy_last_bankcard_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.jy_last_bankcard_days,JY最近bankcard天数,外部数据,多头查询与多证件关联特征
423,overdue,max_cur_overdue_day_for_loan,max_cur_overdue_day_for_loan,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_cur_overdue_day_for_loan,,,
424,overdue,ng_indepcash_curday_succ_order_user,ng_indepcash_curday_succ_order_user,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_indepcash_curday_succ_order_user,现金贷.cashapp.当天交易成功数,交易行为,支付交易行为特征
425,overdue,payer_recent_180_txn_share_60d_v2,payer_recent_180_txn_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近60天笔数 / 近180天笔数,交易行为,支付交易行为特征
426,overdue,payee_start_of_month_amount_ratio_360d_v2,payee_start_of_month_amount_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近360天 月初收款金额 / 总金额,交易行为,支付交易行为特征
427,overdue,payer_fail_rate_90d_v2,payer_fail_rate_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_fail_rate_90d_v2,付款方: 近90天交易失败率((2+7)/(1+2+7)),交易行为,支付交易行为特征
428,overdue,days_reg_to_first_apply_type9,days_reg_to_first_apply_type9,t7,pb_biz_credit.keep_jch_ng_cid_apply_feature_final,pb_biz_credit.keep_jch_ng_cid_apply_feature_final,$.days_reg_to_first_apply_type9,注册距离产品类型9首次申请天数,授信申请,申请行为特征
429,overdue,p50_total_finsave_amt_d30,p50_total_finsave_amt_d30,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.p50_total_finsave_amt_d30,近30天理财余额中位数,账户状态,额度使用与账户余额特征
430,overdue,ins_days_from_last_ser_incresed,ins_days_from_last_ser_incresed,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ins_days_from_last_ser_incresed,installment上次结清ser提额距离今天数,还款履约,实际还款行为特征
431,overdue,okcard_jy_cnt,okcard_jy_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.okcard_jy_cnt,okc交易次数,交易行为,支付交易行为特征
432,overdue,avg_last_rnk3_use_rate,avg_last_rnk3_use_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.avg_last_rnk3_use_rate,近3笔平均额度使用率,账户状态,额度使用与账户余额特征
433,overdue,total_coupon_cnt_rate,total_coupon_cnt_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.total_coupon_cnt_rate,使用券次数占总交易次数率,交易行为,支付交易行为特征
434,overdue,payee_low_mcht_amt_share_15d_v2,payee_low_mcht_amt_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_low_mcht_amt_share_15d_v2,收款方: 近15天低质商户金额占比,交易行为,支付交易行为特征
435,overdue,last2_od_days_7,last2_od_days_7,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,,产品7: 最近第2笔贷款最大逾期天数,逾期催收,逾期表现特征
436,overdue,press_over_quota_prev90d_all,press_over_quota_prev90d_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.press_over_quota_prev90d_all,"上90天窗口(90,180]：all压力/额度",账户状态,额度使用与账户余额特征
437,overdue,ng_cash_cycle_ratio_off,ng_cash_cycle_ratio_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_cash_cycle_ratio_off,循环度（实际借款月份数/首笔借款月份到当前月份）,账户状态,借款期限特征
438,overdue,payee_unknown_bank_cnt_15d_v2,payee_unknown_bank_cnt_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近15天未知银行笔数,交易行为,支付交易行为特征
439,overdue,avg_balance_amt_d90,avg_balance_amt_d90,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.avg_balance_amt_d90,近90天pp余额,账户状态,额度使用与账户余额特征
440,overdue,payer_recent_180_payee_share_15d_v2,payer_recent_180_payee_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近15天人数 / 近180天人数,交易行为,支付交易行为特征
441,overdue,cb_auto_dep_90d_cnt,cb_auto_dep_90d_cnt,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,CashBox自动转入近90天成功次数,授信申请,收入与财务画像特征
442,overdue,payer_recent_360_amount_share_180d_v2,payer_recent_360_amount_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近180天金额 / 近360天金额,交易行为,支付交易行为特征
443,overdue,payee_eom_amount_ratio_90d_v2,payee_eom_amount_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天月底收款金额 / 总收款金额,交易行为,支付交易行为特征
444,overdue,sum_total_earnings,sum_total_earnings,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.sum_total_earnings,定期和目标存账户累计总收益,授信申请,收入与财务画像特征
445,overdue,payee_recent_360_amount_share_180d_v2,payee_recent_360_amount_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_360_amount_share_180d_v2,收款方: 近180天金额 / 近360天金额,交易行为,支付交易行为特征
446,overdue,pp_trans_cnt_3d,pp_trans_cnt_3d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.pp_trans_cnt_3d,PP近3天交易次数,交易行为,支付交易行为特征
447,overdue,payee_recent_180_payer_share_180d_v2,payee_recent_180_payer_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近180天人数 / 近180天人数,交易行为,支付交易行为特征
448,overdue,payer_transfer_top1_amt_share_90d_v2,payer_transfer_top1_amt_share_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 付款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
449,overdue,payer_recent_360_payee_share_30d_v2,payer_recent_360_payee_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_recent_360_payee_share_30d_v2,付款方: 近30天人数 / 近360天人数,交易行为,支付交易行为特征
450,overdue,avg_diff_days_180d_t7,avg_diff_days_180d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_180d_t7,7类账户：近180天平均应还日-实际还款日(天),还款履约,实际还款行为特征
451,overdue,transfer_fail_ratio_30d_v2,transfer_fail_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_ratio_30d_v2,近30天转账(03)失败率,交易行为,支付交易行为特征
452,overdue,cash_bill_cnt,cash_bill_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_bill_cnt,cash出账期数,账户状态,借款期限特征
453,overdue,cb_auto_dep_rat_amt_30d_life,cb_auto_dep_rat_amt_30d_life,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_auto_dep_rat_amt_30d_life,CashBox近30天自动转入金额占历史比例,授信申请,收入与财务画像特征
454,overdue,longitude_latitude_apply_cnt_1d,longitude_latitude_apply_cnt_1d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.longitude_latitude_apply_cnt_1d,近7天经纬度申请总数,授信申请,地理位置与居住工作地特征
455,overdue,payer_recent_360_txn_share_180d_v2,payer_recent_360_txn_share_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_recent_360_txn_share_180d_v2,付款方: 近180天笔数 / 近360天笔数,交易行为,支付交易行为特征
456,overdue,cb_withdraw_last_days,cb_withdraw_last_days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_withdraw_last_days,CashBox最近一次提现距今天数,授信申请,收入与财务画像特征
457,overdue,payer_end_of_month_txn_count_ratio_30d_v2,payer_end_of_month_txn_count_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近30天 月底付款笔数 / 总笔数,交易行为,支付交易行为特征
458,overdue,cb_auto_dep_life_cnt,cb_auto_dep_life_cnt,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_auto_dep_life_cnt,CashBox自动转入历史成功次数,授信申请,收入与财务画像特征
459,overdue,cb_auto_dep_rat_cnt_90d_life,cb_auto_dep_rat_cnt_90d_life,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,CashBox近90天自动转入次数占历史比例,授信申请,收入与财务画像特征
460,overdue,cb_auto_dep_rat_amt_180d_life,cb_auto_dep_rat_amt_180d_life,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,CashBox近180天自动转入金额占历史比例,授信申请,收入与财务画像特征
461,overdue,payer_eom_amount_ratio_60d_v2,payer_eom_amount_ratio_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近60天月底付款金额 / 总付款金额,交易行为,支付交易行为特征
462,overdue,payer_end_of_month_txn_count_ratio_90d_v2,payer_end_of_month_txn_count_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近90天 月底付款笔数 / 总笔数,交易行为,支付交易行为特征
463,overdue,payer_transfer_top1_amt_share_30d_v2,payer_transfer_top1_amt_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_transfer_top1_amt_share_30d_v2,对手方集中度: 付款侧转账Top1金额占比(30d),交易行为,支付交易行为特征
464,overdue,ng_appname_drive_dd,ng_appname_drive_dd,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_appname_drive_dd,Drive APP安装时长,授信申请,移动设备与APP画像特征
465,overdue,max_paid_interest_30d_ratio_prev_t79,max_paid_interest_30d_ratio_prev_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.max_paid_interest_30d_ratio_prev_t79,最大实付期还利息近30d环比_t79,还款履约,实际还款行为特征
466,overdue,payer_amount_cv_15d_v2,payer_amount_cv_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去15天 [T-16, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
467,overdue,payee_fail_rate_30d_v2,payee_fail_rate_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_fail_rate_30d_v2,收款方: 近30天交易失败率((2+7)/(1+2+7)),交易行为,支付交易行为特征
468,overdue,payer_night_txn_ratio_shift_30d_vs_180d_v2,payer_night_txn_ratio_shift_30d_vs_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: (近30天夜间笔数占比) - (近180天夜间笔数占比) 漂移,交易行为,支付交易行为特征
469,overdue,transfer_fail_ratio_15d_v2,transfer_fail_ratio_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_ratio_15d_v2,近15天转账(03)失败率,交易行为,支付交易行为特征
470,overdue,build_board,build_board,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.build_board,构建board,通用技术,模型分与策略评分字段
471,overdue,payee_start_of_month_amount_ratio_180d_v2,payee_start_of_month_amount_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_start_of_month_amount_ratio_180d_v2,收款方: 近180天 月初收款金额 / 总金额,交易行为,支付交易行为特征
472,overdue,payee_recent_360_payer_share_60d_v2,payee_recent_360_payer_share_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近60天人数 / 近360天人数,交易行为,支付交易行为特征
473,overdue,growth_rate_cashbox_15days,growth_rate_cashbox_15days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,cashbox账户余额增长率15d,授信申请,收入与财务画像特征
474,overdue,payer_eom_amount_ratio_360d_v2,payer_eom_amount_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近360天月底付款金额 / 总付款金额,交易行为,支付交易行为特征
475,overdue,payer_counterparty_hhi_7d_v2,payer_counterparty_hhi_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,对手方集中度: 付款侧转账(03) 7天 HHI,交易行为,支付交易行为特征
476,overdue,payer_low_mcht_cnt_90d_v2,payer_low_mcht_cnt_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近90天低质商户笔数(merchant_level=0/空),交易行为,支付交易行为特征
477,overdue,deduct_ratio_due_90d_t79,deduct_ratio_due_90d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.deduct_ratio_due_90d_t79,79类账户：近90天每期平均代扣还款笔数(代扣笔数/应还期数),还款履约,实际还款行为特征
478,overdue,coupon_cnt,coupon_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.coupon_cnt,,,
479,overdue,ss_withdraw_life_cnt,ss_withdraw_life_cnt,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,Spend Save历史提现总次数,授信申请,收入与财务画像特征
480,overdue,user_first_quota,user_first_quota,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.user_first_quota,第一笔账单额度使用率,账户状态,授信额度特征
481,overdue,cash_avg_loantime_term_rnk10,cash_avg_loantime_term_rnk10,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_avg_loantime_term_rnk10,,,
482,overdue,payer_weekend_amount_sum_ratio_180d_v2,payer_weekend_amount_sum_ratio_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_weekend_amount_sum_ratio_180d_v2,付款方: 近180天 周末付款金额 / 总金额,交易行为,支付交易行为特征
483,overdue,avg_balance_amt_d60,avg_balance_amt_d60,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.avg_balance_amt_d60,近60天pp余额,账户状态,额度使用与账户余额特征
484,overdue,cb_auto_dep_fail_life_ratio,cb_auto_dep_fail_life_ratio,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,CashBox自动转入历史失败率,授信申请,收入与财务画像特征
485,overdue,disk_free_total_space,disk_free_total_space,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.disk_free_total_space,diskfree总space,授信申请,移动设备与APP画像特征
486,overdue,ratio_balance_fixedsaving_all,ratio_balance_fixedsaving_all,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,定期资产占理财总资产比重,授信申请,收入与财务画像特征
487,overdue,smartearn_days_since_first_deposit,smartearn_days_since_first_deposit,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,首购距今偏移天数,授信申请,收入与财务画像特征
488,overdue,payee_recent_360_amount_share_15d_v2,payee_recent_360_amount_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近15天金额 / 近360天金额,交易行为,支付交易行为特征
489,overdue,payer_eom_amount_ratio_30d_v2,payer_eom_amount_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近30天月底付款金额 / 总付款金额,交易行为,支付交易行为特征
490,overdue,payer_avg_txn_per_payee_shift_7d_vs_180d,payer_avg_txn_per_payee_shift_7d_vs_180d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payer_avg_txn_per_payee_shift_7d_vs_180d,付款方: (近7天人均笔数) - (近180天人均笔数) 漂移,交易行为,支付交易行为特征
491,overdue,active_ratio_due_180d_t7,active_ratio_due_180d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.active_ratio_due_180d_t7,7类账户：近180天每期平均主动还款笔数(主动笔数/应还期数),还款履约,实际还款行为特征
492,overdue,cash_his_active_repay_cnt,cash_his_active_repay_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_his_active_repay_cnt,,,
493,overdue,cb_auto_dep_60d_cnt,cb_auto_dep_60d_cnt,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,CashBox自动转入近60天成功次数,授信申请,收入与财务画像特征
494,overdue,databundle_airtime_amt_1m_2m,databundle_airtime_amt_1m_2m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.databundle_airtime_amt_1m_2m,近两个月到近一个月流量和花费缴费金额,交易行为,支付交易行为特征
495,overdue,ratio_press_cur90_prev90_t7,ratio_press_cur90_prev90_t7,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur90_prev90_t7,"压力比值：近90天 / 上90天窗口(90,180]（t7）",账户状态,额度使用与账户余额特征
496,overdue,cb_auto_dep_rat_cnt_180d_life,cb_auto_dep_rat_cnt_180d_life,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.cb_auto_dep_rat_cnt_180d_life,CashBox近180天自动转入次数占历史比例,授信申请,收入与财务画像特征
497,overdue,payee_amount_cv_7d_v2,payee_amount_cv_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去7天 [T-8, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
498,overdue,growth_rate_cashbox_30days,growth_rate_cashbox_30days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.growth_rate_cashbox_30days,cashbox账户余额增长率30d,授信申请,收入与财务画像特征
499,overdue,payee_night_txn_ratio_shift_30d_vs_180d_v2,payee_night_txn_ratio_shift_30d_vs_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: (近30天夜间笔数占比) - (近180天夜间笔数占比) 漂移,交易行为,支付交易行为特征
500,overdue,ng_same_longitude_order_user_l3d_off,ng_same_longitude_order_user_l3d_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_same_longitude_order_user_l3d_off,,,
501,overdue,max_paid_interest_60d_ratio_prev_t79,max_paid_interest_60d_ratio_prev_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.max_paid_interest_60d_ratio_prev_t79,最大实付期还利息近60d环比_t79,还款履约,实际还款行为特征
502,overdue,payer_avg_txn_per_payee_shift_7d_vs_180d_v2,payer_avg_txn_per_payee_shift_7d_vs_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_avg_txn_per_payee_shift_7d_vs_180d_v2,付款方: (近7天人均笔数) - (近180天人均笔数) 漂移,交易行为,支付交易行为特征
503,overdue,payer_txn_count_weekend_360d_v2,payer_txn_count_weekend_360d_v2,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payer_txn_count_weekend_360d_v2,"付款方: 过去360天 [T-361, T-2] 周末付款笔数",交易行为,支付交易行为特征
504,overdue,ratio_global_coverage_60d,ratio_global_coverage_60d,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,近60天CashBox&spendsave总入金对总出金的比值,授信申请,收入与财务画像特征
505,overdue,ng_same_latitude_apply_user_l3d_off,ng_same_latitude_apply_user_l3d_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_same_latitude_apply_user_l3d_off,,,
